Year,Quarter,GDP_Growth,Recession,Unemployment_Rate,Inflation_Rate,Gas_Prices,SP500_Return_Rate,Consumer_Confidence,Federal_Funds_Rate,Debt_Percent_Change,Egg_Price,President,President_Party,House_Majority,Senate_Majority,unified
2018,2,0.52942,False,3.9,2.68679,10.33687,5.756315424799996,98.3,1.74,1.5340637311286986,2.476971822724683,Trump,Republican,Republicans,Republicans,True
2018,3,0.62176,False,3.8,2.60892,0.51361,0.16057033999998804,98.1,1.93,1.5340637311286986,2.476971822724683,Trump,Republican,Republicans,Republicans,True
2018,4,0.14154,False,3.8,2.21352,-7.48238,-5.915275724799995,98.1,2.22,1.5340637311286986,2.476971822724683,Trump,Republican,Republicans,Republicans,True
2019,1,0.62238,False,3.9,1.63002,-10.2147,11.907330082000001,94.5,2.4,1.3697896579024205,-2.7541140785875107,Trump,Republican,Democrats,Republicans,False
2019,2,0.83168,False,3.6,1.82238,16.26832,3.672780614000004,98.5,2.4,1.3697896579024205,-2.7541140785875107,Trump,Republican,Democrats,Republicans,False
2019,3,1.16321,False,3.6,1.7494,-4.94829,-0.12673067170001495,93.8,2.19,1.3697896579024205,-2.7541140785875107,Trump,Republican,Democrats,Republicans,False
2019,4,0.67956,False,3.6,2.04859,-1.78148,10.594236603500008,97.2,1.65,1.3697896579024205,-2.7541140785875107,Trump,Republican,Democrats,Republicans,False
2020,1,-1.40223,True,3.8,2.1239,-7.29567,-15.315844812800005,96.6,1.25,4.357075617848727,1.0258995871004206,Trump,Republican,Democrats,Republicans,False
2020,2,-8.23926,True,13.0,0.4226,-21.39773,16.70830267719998,74.1,0.06,4.357075617848727,1.0258995871004206,Trump,Republican,Democrats,Republicans,False
2020,3,7.53878,False,8.8,1.23095,11.18796,7.043249048900013,75.7,0.09,4.357075617848727,1.0258995871004206,Trump,Republican,Democrats,Republicans,False
2020,4,1.07888,False,6.8,1.22598,-1.78467,11.41286156000001,79.8,0.09,4.357075617848727,1.0258995871004206,Trump,Republican,Democrats,Republicans,False
2021,1,1.37075,False,6.2,1.89475,16.39871,9.550909163599997,80.2,0.08,1.3488818475449138,1.0791806086395628,Biden,Democrat,Democrats,Democrats14,True
2021,2,1.55785,False,5.9,4.79728,14.80702,5.733077309200008,85.6,0.07,1.3488818475449138,1.0791806086395628,Biden,Democrat,Democrats,Democrats14,True
2021,3,0.84923,False,5.1,5.26471,5.77938,2.5677351159999917,74.8,0.09,1.3488818475449138,1.0791806086395628,Biden,Democrat,Democrats,Democrats14,True
2021,4,1.78709,False,4.2,6.75376,5.1356,2.869830641000015,69.9,0.08,1.3488818475449138,1.0791806086395628,Biden,Democrat,Democrats,Democrats14,True
2022,1,-0.25779,True,3.8,8.02353,9.5405,-3.6487070279999867,63.1,0.12,2.1294691388894504,6.354832112063957,Biden,Democrat,Democrats,Democrats14,True
2022,2,0.07015,False,3.6,8.59334,20.69052,-10.56526499260001,57.9,0.77,2.1294691388894504,6.354832112063957,Biden,Democrat,Democrats,Democrats14,True
2022,3,0.67095,False,3.5,8.28869,-9.72515,-4.349403596000001,56.1,2.18,2.1294691388894504,6.354832112063957,Biden,Democrat,Democrats,Democrats14,True
2022,4,0.82442,False,3.6,7.0908,-12.16175,6.753676300200007,58.8,3.65,2.1294691388894504,6.354832112063957,Biden,Democrat,Democrats,Democrats14,True
2023,1,0.68966,False,3.5,5.74983,-5.86733,4.497551600000005,64.6,4.51,1.762198687436345,0.33950357868084424,Biden,Democrat,Republicans,Democrats,False
2023,2,0.60514,False,3.5,4.03157,5.59716,9.818358372800029,62.3,4.99,1.762198687436345,0.33950357868084424,Biden,Democrat,Republicans,Democrats,False
2023,3,1.06582,False,3.7,3.56176,4.64228,-4.921508799999996,69.6,5.26,1.762198687436345,0.33950357868084424,Biden,Democrat,Republicans,Democrats,False
2023,4,0.78558,False,3.8,3.23615,-10.05236,13.219811947999993,64.9,5.33,1.762198687436345,0.33950357868084424,Biden,Democrat,Republicans,Democrats,False
2024,1,0.40399,False,3.8,3.24919,-3.21356,6.530820624000011,78.4,5.33,1.6883853776791247,1.9864467383535755,Biden,Democrat,Republicans,Democrats,False
2024,2,0.73626,False,4.0,3.19431,8.94288,8.686055148000005,71.5,5.33,1.6883853776791247,1.9864467383535755,Biden,Democrat,Republicans,Democrats,False
2024,3,0.75664,False,4.2,2.64001,-5.55704,4.927909904000027,68.1,5.26,1.6883853776791247,1.9864467383535755,Biden,Democrat,Republicans,Democrats,False
2024,4,0.55662,False,4.1,2.73538,-8.6311,4.400000000000004,72.1,4.65,1.6883853776791247,1.9864467383535755,Biden,Democrat,Republicans,Democrats,False
